"","abrev_state","nomeMunicipio_geobr","code_muni","name_muni","info","lgbt_candidate","year","pop","ano","pib","impostos_liquidos","va","va_agropecuaria","va_industria","va_servicos","va_adespss","estado","lgbtq_mortes","lgbtq_homs"
"1","AC","Acrelândia",1200013,"acrelandia",NA,0,2020,15490,2019,253609712,17829490,235780222,65080039,10300202,60469226,99930754,NA,NA,0
"2","AC","Assis Brasil",1200054,"assis brasil",NA,0,2020,7534,2019,93054149,2405236,90648913,16913839,2388769,16990532,54355774,NA,NA,0
"3","AC","Brasiléia",1200104,"brasileia",NA,0,2020,26702,2019,454802574,61583024,393219550,62441134,29264951,128740348,172773117,NA,NA,0
"4","AC","Bujari",1200138,"bujari",NA,0,2020,10420,2019,157655612,2879552,154776060,59824118,4101172,22756543,68094227,NA,NA,0
"5","AC","Capixaba",1200179,"capixaba",NA,0,2020,12008,2019,153209713,4111181,149098531,46667310,2945493,20265770,79219958,NA,NA,0
"6","AC","Cruzeiro do Sul",1200203,"cruzeiro do sul",NA,0,2020,89072,2019,1440378526,121553058,1318825467,53940100,107871760,598709280,558304327,NA,NA,0
"7","AC","Epitaciolândia",1200252,"epitaciolandia",NA,0,2020,18696,2019,423163089,63832970,359330118,34178370,12738338,196069644,116343766,NA,NA,0
"8","AC","Feijó",1200302,"feijo",NA,0,2020,34884,2019,356965446,15256361,341709085,40979153,10618856,77885131,212225946,NA,NA,0
"9","AC","Jordão",1200328,"jordao",NA,0,2020,8473,2019,82484119,1771913,80712205,6754144,1998244,11458501,60501316,NA,NA,0
"10","AC","Mâncio Lima",1200336,"mancio lima",NA,0,2020,19311,2019,205845369,4690706,201154663,27386784,6525566,38971489,128270823,NA,NA,0
"11","AC","Manoel Urbano",1200344,"manoel urbano",NA,0,2020,9581,2019,131564877,8494808,123070069,19193996,15378776,24053941,64443356,NA,NA,0
"12","AC","Marechal Thaumaturgo",1200351,"marechal thaumaturgo",NA,0,2020,19299,2019,195237311,3335291,191902020,27933042,5029300,24770723,134168955,NA,NA,0
"13","AC","Plácido de Castro",1200385,"placido de castro",NA,0,2020,19955,2019,264937740,17397786,247539954,56487526,7542589,59197413,124312425,NA,NA,0
"14","AC","Porto Acre",1200807,"porto acre",NA,0,2020,18824,2019,227498896,5677031,221821865,64079667,5104963,32402872,120234363,NA,NA,0
"15","AC","Porto Walter",1200393,"porto walter",NA,0,2020,12241,2019,118846598,2599593,116247005,12748384,3185220,16833764,83479636,NA,NA,0
"16","AC","Rio Branco",1200401,"rio branco",NA,0,2020,413418,2019,9143620295,1268042908,7875577386,128862244,703960834,4449284664,2593469644,NA,NA,0
"17","AC","Rodrigues Alves",1200427,"rodrigues alves",NA,0,2020,19351,2019,191533849,3130499,188403350,29946201,4545563,25612847,128298739,NA,NA,0
"18","AC","Santa Rosa do Purus",1200435,"santa rosa do purus",NA,0,2020,6717,2019,75197666,1711809,73485857,12836283,1851240,10800319,47998015,NA,NA,0
"19","AC","Sena Madureira",1200500,"sena madureira",NA,0,2020,46511,2019,540235528,21151052,519084477,88586090,18480848,130902275,281115264,NA,NA,0
"20","AC","Senador Guiomard",1200450,"senador guiomard",NA,0,2020,23236,2019,361397526,23083490,338314036,73573239,14702638,98951979,151086180,NA,NA,0
"21","AC","Tarauacá",1200609,"tarauaca",NA,0,2020,43151,2019,483687298,22342978,461344320,57080158,14623510,116887430,272753221,NA,NA,0
"22","AC","Xapuri",1200708,"xapuri",NA,0,2020,19596,2019,275091050,17844975,257246075,59465875,14517180,60742477,122520543,NA,NA,0
"23","AL","Água Branca",2700102,"agua branca",NA,0,2020,20230,2019,161083739,5650137,155433602,17818949,8473019,42303651,86837983,NA,NA,0
"24","AL","Anadia",2700201,"anadia",NA,0,2020,17526,2019,202215149,5395119,196820030,65785454,10683925,41224501,79126151,NA,NA,0
"25","AL","Arapiraca",2700300,"arapiraca",NA,0,2020,233047,2019,4975188039,538153104,4437034935,714756421,382188376,2470540781,869549357,NA,NA,0
"26","AL","Atalaia",2700409,"atalaia",NA,0,2020,47365,2019,936761877,21163360,915598516,498349887,43362233,171811378,202075018,NA,NA,0
"27","AL","Barra de Santo Antônio",2700508,"barra de santo antonio",NA,0,2020,16068,2019,185001409,3407475,181593935,70486209,4639714,35284210,71183802,NA,NA,0
"28","AL","Barra de São Miguel",2700607,"barra de sao miguel",NA,0,2020,8378,2019,215072936,10086926,204986010,40848499,18337740,101558914,44240857,NA,NA,0
"29","AL","Batalha",2700706,"batalha",NA,0,2020,18338,2019,171642010,10328127,161313882,15057019,12723145,58402766,75130954,NA,NA,0
"30","AL","Belém",2700805,"belem",NA,0,2020,4284,2019,106380465,1212034,105168432,68217164,3274401,13934285,19742582,NA,NA,0
"31","AL","Belo Monte",2700904,"belo monte",NA,0,2020,6710,2019,100931241,1589546,99341696,27750655,24416178,16019152,31155710,NA,NA,0
"32","AL","Boca da Mata",2701001,"boca da mata",NA,0,2020,27356,2019,354464623,15416216,339048407,117106533,31188361,76860875,113892639,NA,NA,0
"33","AL","Branquinha",2701100,"branquinha",NA,0,2020,10460,2019,506553730,1776749,504776981,400047056,10373391,42221455,52135079,NA,NA,0
"34","AL","Cacimbinhas",2701209,"cacimbinhas",NA,0,2020,10889,2019,102071828,3125727,98946101,18026761,4185510,25796475,50937354,NA,NA,0
"35","AL","Cajueiro",2701308,"cajueiro",NA,0,2020,21331,2019,180158216,4571638,175586578,25719080,5286656,44872500,99708342,NA,NA,0
"36","AL","Campestre",2701357,"campestre",NA,0,2020,6954,2019,62839107,917598,61921509,15739178,1610088,12607483,31964759,NA,NA,0
"37","AL","Campo Alegre",2701407,"campo alegre",NA,0,2020,57537,2019,510190900,40198636,469992264,88564239,73353497,103494020,204580508,NA,NA,0
"38","AL","Campo Grande",2701506,"campo grande",NA,0,2020,9567,2019,93603655,4113149,89490506,15935833,8148382,18876016,46530275,NA,NA,0
"39","AL","Canapi",2701605,"canapi",NA,0,2020,17719,2019,126729923,3380820,123349103,11207867,3779228,28804740,79557268,NA,NA,0
"40","AL","Capela",2701704,"capela",NA,0,2020,16979,2019,191582112,6430725,185151387,33681062,12282115,51586016,87602193,NA,NA,0
"41","AL","Carneiros",2701803,"carneiros",NA,0,2020,9159,2019,66808762,1870428,64938334,2963393,2362583,16354605,43257753,NA,NA,0
"42","AL","Chã Preta",2701902,"cha preta",NA,0,2020,7311,2019,114503409,1268153,113235256,63010118,2825398,15081072,32318668,NA,NA,0
"43","AL","Coité do Nóia",2702009,"coite do noia",NA,0,2020,10643,2019,131489306,2781070,128708237,55879420,3804951,25603494,43420372,NA,NA,0
"44","AL","Colônia Leopoldina",2702108,"colonia leopoldina",NA,0,2020,21818,2019,265004189,10993930,254010258,80172768,18008403,61156671,94672416,NA,NA,0
"45","AL","Coqueiro Seco",2702207,"coqueiro seco",NA,0,2020,5864,2019,75403812,1096278,74307534,27379343,2778107,12665131,31484953,NA,NA,0
"46","AL","Coruripe",2702306,"coruripe",NA,0,2020,57294,2019,1404933575,146808191,1258125384,442294800,278042123,298750404,239038057,NA,NA,0
"47","AL","Craíbas",2702355,"craibas",NA,0,2020,24309,2019,250010395,7637760,242372635,69764234,16368355,54504460,101735586,NA,NA,0
"48","AL","Delmiro Gouveia",2702405,"delmiro gouveia",NA,0,2020,52262,2019,574185995,33970735,540215261,29910848,45531768,251799496,212973148,NA,NA,0
"49","AL","Dois Riachos",2702504,"dois riachos",NA,0,2020,11067,2019,75996660,2354968,73641692,8033243,2398834,17228624,45980991,NA,NA,0
"50","AL","Estrela de Alagoas",2702553,"estrela de alagoas",NA,0,2020,18255,2019,117594009,2661578,114932431,14503740,4046445,27808759,68573487,NA,NA,0
"51","AL","Feira Grande",2702603,"feira grande",NA,0,2020,22178,2019,329743710,3765261,325978449,171530931,11133812,47444146,95869560,NA,NA,0
"52","AL","Feliz Deserto",2702702,"feliz deserto",NA,0,2020,4779,2019,103435020,3378895,100056125,50400477,8762364,16118046,24775238,NA,NA,0
"53","AL","Flexeiras",2702801,"flexeiras",NA,0,2020,12807,2019,214697744,6282191,208415553,104423877,6337809,47818200,49835667,NA,NA,0
"54","AL","Girau do Ponciano",2702900,"girau do ponciano",NA,0,2020,41237,2019,380601301,9513286,371088014,94878354,13986663,91909836,170313161,NA,NA,0
"55","AL","Ibateguara",2703007,"ibateguara",NA,0,2020,15627,2019,141456667,2605836,138850832,46375404,4435312,27915403,60124712,NA,NA,0
"56","AL","Igaci",2703106,"igaci",NA,0,2020,25613,2019,220052261,4786977,215265285,52466764,7962040,51633133,103203347,NA,NA,0
"57","AL","Igreja Nova",2703205,"igreja nova",NA,0,2020,24586,2019,386801700,30233469,356568231,128216549,60643046,63070126,104638511,NA,NA,0
"58","AL","Inhapi",2703304,"inhapi",NA,0,2020,18392,2019,133093848,4562202,128531646,13189223,4318273,34581062,76443088,NA,NA,0
"59","AL","Jacaré dos Homens",2703403,"jacare dos homens",NA,0,2020,5219,2019,53560281,1003008,52557273,10077782,1969349,10968658,29541484,NA,NA,0
"60","AL","Jacuípe",2703502,"jacuipe",NA,0,2020,7006,2019,163819771,1028201,162791570,109192288,4085807,17605776,31907699,NA,NA,0
"61","AL","Japaratinga",2703601,"japaratinga",NA,0,2020,8403,2019,172721515,5884029,166837485,72197573,5983866,54006331,34649715,NA,NA,0
"62","AL","Jaramataia",2703700,"jaramataia",NA,0,2020,5761,2019,53416318,880209,52536110,14925113,1422187,8593572,27595237,NA,NA,0
"63","AL","Jequiá da Praia",2703759,"jequia da praia",NA,0,2020,11536,2019,253942721,7640779,246301942,153163183,11895143,28014192,53229425,NA,NA,0
"64","AL","Joaquim Gomes",2703809,"joaquim gomes",NA,0,2020,24081,2019,343494502,3530661,339963841,179760482,9535126,47086338,103581895,NA,NA,0
"65","AL","Jundiá",2703908,"jundia",NA,0,2020,4137,2019,47847853,811297,47036555,12226250,1678640,9248162,23883504,NA,NA,0
"66","AL","Junqueiro",2704005,"junqueiro",NA,0,2020,24722,2019,330715533,9237341,321478193,138707570,16242486,75080219,91447918,NA,NA,0
"67","AL","Lagoa da Canoa",2704104,"lagoa da canoa",NA,0,2020,17771,2019,209760124,4674524,205085599,76399116,6984456,41815528,79886499,NA,NA,0
"68","AL","Limoeiro de Anadia",2704203,"limoeiro de anadia",NA,0,2020,28771,2019,510684791,18308536,492376255,271592205,24825748,74873277,121085025,NA,NA,0
"69","AL","Maceió",2704302,"maceio",NA,0,2020,1025360,2019,23411869482,3352902794,20058966688,182481813,2868033695,13402931572,3605519608,"Alagoas",3,3
"70","AL","Major Isidoro",2704401,"major isidoro",NA,0,2020,19864,2019,195052890,6320823,188732067,36197284,6113568,60618271,85802944,NA,NA,0
"71","AL","Mar Vermelho",2704906,"mar vermelho",NA,0,2020,3494,2019,39743254,643061,39100193,11518943,1422589,7344290,18814370,NA,NA,0
"72","AL","Maragogi",2704500,"maragogi",NA,0,2020,33032,2019,694453604,38091365,656362239,211539421,27480152,275190257,142152409,NA,NA,0
"73","AL","Maravilha",2704609,"maravilha",NA,0,2020,9004,2019,70324795,2454565,67870230,9309603,2462242,18202767,37895618,NA,NA,0
"74","AL","Marechal Deodoro",2704708,"marechal deodoro",NA,0,2020,52380,2019,2408888724,591071905,1817816819,116601933,863726711,567225645,270262530,NA,NA,0
"75","AL","Maribondo",2704807,"maribondo",NA,0,2020,13193,2019,155533307,8285909,147247398,17685220,5842584,67549872,56169722,NA,NA,0
"76","AL","Mata Grande",2705002,"mata grande",NA,0,2020,25207,2019,247876618,5430984,242445634,74481688,6971284,50077818,110914843,NA,NA,0
"77","AL","Matriz de Camaragibe",2705101,"matriz de camaragibe",NA,0,2020,24634,2019,306973478,21937332,285036146,69671386,37317806,77060576,100986377,NA,NA,0
"78","AL","Messias",2705200,"messias",NA,0,2020,18031,2019,177492524,6956934,170535590,29006986,19881768,51123093,70523743,NA,NA,0
"79","AL","Minador do Negrão",2705309,"minador do negrao",NA,0,2020,5322,2019,58504745,1531520,56973225,13534202,1926821,12276070,29236132,NA,NA,0
"80","AL","Monteirópolis",2705408,"monteiropolis",NA,0,2020,7165,2019,57994322,2297362,55696960,4486277,4283159,13409774,33517750,NA,NA,0
"81","AL","Murici",2705507,"murici",NA,0,2020,28333,2019,404936046,10761791,394174255,194000598,18708378,72044452,109420828,NA,NA,0
"82","AL","Novo Lino",2705606,"novo lino",NA,0,2020,12764,2019,158769428,2428712,156340716,67933428,4594507,27497388,56315394,NA,NA,0
"83","AL","Olho d'Água das Flores",2705705,"olho d'agua das flores",NA,0,2020,21738,2019,217964087,16858696,201105391,10502509,13783585,91082995,85736302,NA,NA,0
"84","AL","Olho d'Água do Casado",2705804,"olho d'agua do casado",NA,0,2020,9441,2019,75480880,2254426,73226454,6866767,2669741,19233353,44456593,NA,NA,0
"85","AL","Olho d'Água Grande",2705903,"olho d'agua grande",NA,0,2020,5128,2019,50483109,653352,49829757,10279357,1583665,9181575,28785161,NA,NA,0
"86","AL","Olivença",2706000,"olivenca",NA,0,2020,11657,2019,84746998,3182994,81564004,7250113,2990674,21327933,49995284,NA,NA,0
"87","AL","Ouro Branco",2706109,"ouro branco",NA,0,2020,11535,2019,83592098,2322467,81269631,7613244,4251518,21430378,47974492,NA,NA,0
"88","AL","Palestina",2706208,"palestina",NA,0,2020,5037,2019,39564796,628749,38936047,1986758,1601097,8220707,27127485,NA,NA,0
"89","AL","Palmeira dos Índios",2706307,"palmeira dos indios",NA,0,2020,73337,2019,947013586,65873053,881140534,82926845,80462153,422719192,295032344,NA,NA,0
"90","AL","Pão de Açúcar",2706406,"pao de acucar",NA,0,2020,24351,2019,216317048,8577479,207739568,27282414,15308972,57800758,107347424,NA,NA,0
"91","AL","Pariconha",2706422,"pariconha",NA,0,2020,10539,2019,76646726,2116292,74530434,8298046,4368561,16266944,45596884,NA,NA,0
"92","AL","Paripueira",2706448,"paripueira",NA,0,2020,13332,2019,170825748,6220378,164605370,28055776,18744479,56894742,60910373,NA,NA,0
"93","AL","Passo de Camaragibe",2706505,"passo de camaragibe",NA,0,2020,15258,2019,217863314,3247409,214615906,103326385,6307746,34282229,70699545,NA,NA,0
"94","AL","Paulo Jacinto",2706604,"paulo jacinto",NA,0,2020,7560,2019,77637471,1705343,75932129,20750815,3018090,16058975,36104249,NA,NA,0
"95","AL","Penedo",2706703,"penedo",NA,0,2020,63846,2019,796391471,40687358,755704113,140296942,37954750,331505375,245947045,NA,NA,0
"96","AL","Piaçabuçu",2706802,"piacabucu",NA,0,2020,17848,2019,311226426,5848400,305378026,177174775,8618147,50589122,68995981,NA,NA,0
"97","AL","Pilar",2706901,"pilar",NA,0,2020,35212,2019,542754777,36901961,505852816,62237252,86166058,169188019,188261487,NA,NA,0
"98","AL","Pindoba",2707008,"pindoba",NA,0,2020,2905,2019,38030302,434510,37595792,13189742,915961,5390252,18099837,NA,NA,0
"99","AL","Piranhas",2707107,"piranhas",NA,0,2020,25183,2019,268003715,10142751,257860964,48766894,11736279,78029169,119328621,NA,NA,0
"100","AL","Poço das Trincheiras",2707206,"poco das trincheiras",NA,0,2020,14418,2019,92541912,2189077,90352835,9319049,3108765,19601297,58323724,NA,NA,0
"101","AL","Porto Calvo",2707305,"porto calvo",NA,0,2020,27249,2019,352156875,14958514,337198361,89882532,28679702,101843988,116792139,NA,NA,0
"102","AL","Porto de Pedras",2707404,"porto de pedras",NA,0,2020,7701,2019,214059571,3736296,210323274,116796829,6950419,41205215,45370811,NA,NA,0
"103","AL","Porto Real do Colégio",2707503,"porto real do colegio",NA,0,2020,20112,2019,202440268,7774125,194666143,57325128,6002914,46360511,84977590,NA,NA,0
"104","AL","Quebrangulo",2707602,"quebrangulo",NA,0,2020,11248,2019,139084000,3540889,135543111,48958331,7154815,24466068,54963897,NA,NA,0
"105","AL","Rio Largo",2707701,"rio largo",NA,0,2020,75394,2019,1167789567,186937102,980852465,44226885,141666591,495757887,299201101,"Alagoas",3,3
"106","AL","Roteiro",2707800,"roteiro",NA,0,2020,6649,2019,138243583,2511929,135731655,68166934,4507564,22522851,40534305,NA,NA,0
"107","AL","Santa Luzia do Norte",2707909,"santa luzia do norte",NA,0,2020,7320,2019,174613572,38586400,136027172,18223127,44568275,34555815,38679956,NA,NA,0
"108","AL","Santana do Ipanema",2708006,"santana do ipanema",NA,0,2020,47819,2019,563952153,46059746,517892408,22623731,29764221,296420246,169084210,NA,NA,0
"109","AL","Santana do Mundaú",2708105,"santana do mundau",NA,0,2020,10687,2019,971680067,2885017,968795050,816130534,19332578,77799825,55532113,NA,NA,0
"110","AL","São Brás",2708204,"sao bras",NA,0,2020,6969,2019,91276594,3465745,87810849,34065682,7789720,12053719,33901729,NA,NA,0
"111","AL","São José da Laje",2708303,"sao jose da laje",NA,0,2020,23996,2019,364687531,31695115,332992416,109265636,62281001,68176566,93269213,"Alagoas",3,3
"112","AL","São José da Tapera",2708402,"sao jose da tapera",NA,0,2020,32405,2019,274159602,10821751,263337850,23431795,32142752,69064843,138698460,NA,NA,0
"113","AL","São Luís do Quitunde",2708501,"sao luis do quitunde",NA,0,2020,34692,2019,624774804,67595715,557179089,207293258,136490652,115708477,97686701,NA,NA,0
"114","AL","São Miguel dos Campos",2708600,"sao miguel dos campos",NA,0,2020,61797,2019,1123401439,105521580,1017879858,95530647,277029881,381104152,264215179,NA,NA,0
"115","AL","São Miguel dos Milagres",2708709,"sao miguel dos milagres",NA,0,2020,8013,2019,164777575,4217463,160560111,63052583,5449136,52737916,39320477,NA,NA,0
"116","AL","São Sebastião",2708808,"sao sebastiao",NA,0,2020,34290,2019,564021749,16129821,547891928,237870677,15221465,146380166,148419619,NA,NA,0
"117","AL","Satuba",2708907,"satuba",NA,0,2020,13936,2019,187816984,13184392,174632592,5991618,28732932,74969102,64938940,NA,NA,0
"118","AL","Senador Rui Palmeira",2708956,"senador rui palmeira",NA,0,2020,13921,2019,87435383,2078677,85356706,7633796,2217634,18851105,56654170,NA,NA,0
"119","AL","Tanque d'Arca",2709004,"tanque d'arca",NA,0,2020,6138,2019,59958582,850567,59108015,16731070,1723066,10426737,30227142,NA,NA,0
"120","AL","Taquarana",2709103,"taquarana",NA,0,2020,20072,2019,312753317,8111942,304641374,147265482,10423444,61937312,85015135,NA,NA,0
"121","AL","Teotônio Vilela",2709152,"teotonio vilela",NA,0,2020,44372,2019,505837757,25086322,480751435,128421284,40541850,133037793,178750508,NA,NA,0
"122","AL","Traipu",2709202,"traipu",NA,0,2020,27826,2019,200850267,4509948,196340320,49179569,9571079,29553284,108036388,NA,NA,0
"123","AL","União dos Palmares",2709301,"uniao dos palmares",NA,0,2020,65790,2019,1053666875,53494605,1000172271,346432666,67433036,291411581,294894987,NA,NA,0
"124","AL","Viçosa",2709400,"vicosa",NA,0,2020,25693,2019,420546203,10234480,410311723,162087882,16947169,106502062,124774610,NA,NA,0
"125","AM","Alvarães",1300029,"alvaraes",NA,0,2020,16220,2019,196046345,3467373,192578972,60765895,10666831,31192371,89953875,NA,NA,0
"126","AM","Amaturá",1300060,"amatura",NA,0,2020,11736,2019,95481988,2011478,93470510,13711333,5271620,16093137,58394419,NA,NA,0
"127","AM","Anamã",1300086,"anama",NA,0,2020,13956,2019,121824197,2234139,119590058,36341368,6716907,18292562,58239220,NA,NA,0
"128","AM","Anori",1300102,"anori",NA,0,2020,21477,2019,199543816,5317427,194226389,61089338,9732573,30059802,93344676,NA,NA,0
"129","AM","Apuí",1300144,"apui",NA,0,2020,22359,2019,227136739,8161625,218975114,58563769,19793199,44457305,96160841,NA,NA,0
"130","AM","Atalaia do Norte",1300201,"atalaia do norte",NA,0,2020,20398,2019,150975743,3371493,147604250,19463729,5497207,22109811,100533502,NA,NA,0
"131","AM","Autazes",1300300,"autazes",NA,0,2020,40290,2019,382956511,13046018,369910493,79373361,24475518,71874041,194187573,NA,NA,0
"132","AM","Barcelos",1300409,"barcelos",NA,0,2020,27638,2019,190316238,5145533,185170705,10810646,13567648,36473365,124319046,NA,NA,0
"133","AM","Barreirinha",1300508,"barreirinha",NA,0,2020,32483,2019,279551559,8345541,271206018,41507472,14183921,49822644,165691982,NA,NA,0
"134","AM","Benjamin Constant",1300607,"benjamin constant",NA,0,2020,43935,2019,350837709,13062496,337775213,31394289,27397101,68083448,210900375,NA,NA,0
"135","AM","Beruri",1300631,"beruri",NA,0,2020,20093,2019,166373502,3989289,162384213,17995608,9879377,30656683,103852545,NA,NA,0
"136","AM","Boa Vista do Ramos",1300680,"boa vista do ramos",NA,0,2020,19626,2019,148983903,3930096,145053807,16132131,8438063,27661215,92822398,NA,NA,0
"137","AM","Boca do Acre",1300706,"boca do acre",NA,0,2020,34635,2019,428530252,25056585,403473667,86601725,59834358,100484388,156553196,NA,NA,0
"138","AM","Borba",1300805,"borba",NA,0,2020,41748,2019,327112830,10804128,316308702,40314662,18491182,63939894,193562965,NA,NA,0
"139","AM","Caapiranga",1300839,"caapiranga",NA,0,2020,13283,2019,169202385,2628371,166574014,63541653,8103440,24760026,70168895,NA,NA,0
"140","AM","Canutama",1300904,"canutama",NA,0,2020,15807,2019,125866946,4003607,121863339,15018315,6794929,23231782,76818313,NA,NA,0
"141","AM","Carauari",1301001,"carauari",NA,0,2020,28508,2019,337837964,16995739,320842225,88515610,24526028,79457439,128343147,NA,NA,0
"142","AM","Careiro",1301100,"careiro",NA,0,2020,38348,2019,329005863,11972567,317033296,51929419,26389660,62329097,176385119,NA,NA,0
"143","AM","Careiro da Várzea",1301159,"careiro da varzea",NA,0,2020,30846,2019,314130788,4082249,310048538,136484523,11260690,28713672,133589653,NA,NA,0
"144","AM","Coari",1301209,"coari",NA,0,2020,85910,2019,2212267188,84498317,2127768871,91542089,1091724230,463251100,481251452,NA,NA,0
"145","AM","Codajás",1301308,"codajas",NA,0,2020,29168,2019,504601084,7124419,497476665,312019112,17671640,41422828,126363084,NA,NA,0
"146","AM","Eirunepé",1301407,"eirunepe",NA,0,2020,35700,2019,481801009,11184683,470616326,213286193,20655669,69042542,167631922,NA,NA,0
"147","AM","Envira",1301506,"envira",NA,0,2020,20393,2019,172573187,3590733,168982454,38537210,9188032,28813027,92444185,NA,NA,0
"148","AM","Fonte Boa",1301605,"fonte boa",NA,0,2020,17005,2019,187110873,6940955,180169918,23280838,12460540,38365072,106063468,NA,NA,0
"149","AM","Guajará",1301654,"guajara",NA,0,2020,16937,2019,132612980,3719279,128893701,16847317,6469881,24378141,81198362,NA,NA,0
"150","AM","Humaitá",1301704,"humaita",NA,0,2020,56144,2019,698420782,51228785,647191997,145214501,53567744,213839391,234570362,NA,NA,0
"151","AM","Ipixuna",1301803,"ipixuna",NA,0,2020,30436,2019,173478785,3256319,170222466,15042721,6979512,24839284,123360949,NA,NA,0
"152","AM","Iranduba",1301852,"iranduba",NA,0,2020,49011,2019,664199920,33286871,630913049,107341349,99891191,162750910,260929599,NA,NA,0
"153","AM","Itacoatiara",1301902,"itacoatiara",NA,0,2020,102701,2019,2034551112,150763550,1883787561,397873867,172886130,826837233,486190331,NA,NA,0
"154","AM","Itamarati",1301951,"itamarati",NA,0,2020,7814,2019,102297688,2558125,99739563,28413880,6069098,18574340,46682246,NA,NA,0
"155","AM","Itapiranga",1302009,"itapiranga",NA,0,2020,9230,2019,129557213,4645700,124911513,41096860,8034368,24874644,50905641,NA,NA,0
"156","AM","Japurá",1302108,"japura",NA,0,2020,2251,2019,64129629,1378258,62751371,15673205,4588622,11954221,30535322,NA,NA,0
"157","AM","Juruá",1302207,"jurua",NA,0,2020,15106,2019,116498516,3164706,113333810,19563687,7143722,17750592,68875809,NA,NA,0
"158","AM","Jutaí",1302306,"jutai",NA,0,2020,13886,2019,227757139,6188297,221568842,71651556,13071983,44713876,92131427,NA,NA,0
"159","AM","Lábrea",1302405,"labrea",NA,0,2020,46882,2019,506493610,18851926,487641685,172310169,27382645,96066751,191882120,NA,NA,0
"160","AM","Manacapuru",1302504,"manacapuru",NA,0,2020,98502,2019,1451149713,51036195,1400113518,545460950,122255324,308304477,424092767,NA,NA,0
"161","AM","Manaquiri",1302553,"manaquiri",NA,0,2020,33049,2019,262443967,6628118,255815849,74228136,12893706,33325626,135368380,NA,NA,0
"162","AM","Manaus",1302603,"manaus",NA,0,2020,2219580,2019,84867423375,16512006209,68355417166,206306082,29839511984,28503901761,9805697338,"Amazonas",6,6
"163","AM","Manicoré",1302702,"manicore",NA,0,2020,56583,2019,543050642,21589613,521461029,129385573,47073214,111912470,233089771,NA,NA,0
"164","AM","Maraã",1302801,"maraa",NA,0,2020,18261,2019,138678081,2837008,135841074,15925761,7676066,17876904,94362342,NA,NA,0
"165","AM","Maués",1302900,"maues",NA,0,2020,65040,2019,541699682,26896423,514803259,59973908,37108512,123314940,294405900,NA,NA,0
"166","AM","Nhamundá",1303007,"nhamunda",NA,0,2020,21443,2019,167119151,6047232,161071919,19212457,10055004,35120949,96683510,NA,NA,0
"167","AM","Nova Olinda do Norte",1303106,"nova olinda do norte",NA,0,2020,38026,2019,276297743,8842371,267455372,31244085,15864929,49543392,170802966,NA,NA,0
"168","AM","Novo Airão",1303205,"novo airao",NA,0,2020,19928,2019,168559808,5881304,162678505,14655520,12792529,40006667,95223789,NA,NA,0
"169","AM","Novo Aripuanã",1303304,"novo aripuana",NA,0,2020,26046,2019,211909790,6229665,205680126,42540184,14610565,36191309,112338067,NA,NA,0
"170","AM","Parintins",1303403,"parintins",NA,0,2020,115363,2019,1177066784,53713863,1123352921,250011113,86908772,288682276,497750760,NA,NA,0
"171","AM","Pauini",1303502,"pauini",NA,0,2020,19522,2019,166411404,4342758,162068647,32003682,7294343,27555827,95214795,NA,NA,0
"172","AM","Presidente Figueiredo",1303536,"presidente figueiredo",NA,0,2020,37193,2019,957599377,27893186,929706191,90362407,435616836,168779927,234947021,NA,NA,0
"173","AM","Rio Preto da Eva",1303569,"rio preto da eva",NA,0,2020,34106,2019,414099476,17564981,396534495,141805833,43812289,67454741,143461632,NA,NA,0
"174","AM","Santa Isabel do Rio Negro",1303601,"santa isabel do rio negro",NA,0,2020,25865,2019,152531155,3243073,149288082,15845402,6001995,20724807,106715878,NA,NA,0
"175","AM","Santo Antônio do Içá",1303700,"santo antonio do ica",NA,0,2020,21243,2019,189423697,5785326,183638371,30500341,9464235,31744378,111929417,NA,NA,0
"176","AM","São Gabriel da Cachoeira",1303809,"sao gabriel da cachoeira",NA,0,2020,46303,2019,357535233,20468448,337066785,11903243,24393788,94711724,206058029,NA,NA,0
"177","AM","São Paulo de Olivença",1303908,"sao paulo de olivenca",NA,0,2020,40073,2019,283760783,6383115,277377668,26811846,14622936,45972219,189970667,NA,NA,0
"178","AM","São Sebastião do Uatumã",1303957,"sao sebastiao do uatuma",NA,0,2020,14352,2019,122569748,3669063,118900685,24928339,6856312,21860930,65255104,NA,NA,0
"179","AM","Silves",1304005,"silves",NA,0,2020,9230,2019,114322068,3116846,111205222,41664286,5557343,15986000,47997593,NA,NA,0
"180","AM","Tabatinga",1304062,"tabatinga",NA,0,2020,67182,2019,616650757,48281930,568368827,17755695,43063399,196514481,311035251,NA,NA,0
"181","AM","Tapauá",1304104,"tapaua",NA,0,2020,17015,2019,194024684,4432045,189592639,49248321,11259520,32837523,96247276,NA,NA,0
"182","AM","Tefé",1304203,"tefe",NA,0,2020,59547,2019,1022966875,48149606,974817268,167293019,259994773,253432160,294097316,NA,NA,0
"183","AM","Tonantins",1304237,"tonantins",NA,0,2020,18897,2019,147639157,2633708,145005448,20603732,7214963,24124425,93062328,NA,NA,0
"184","AM","Uarini",1304260,"uarini",NA,0,2020,13690,2019,198160544,5553691,192606853,80053839,9880824,32802951,69869239,NA,NA,0
"185","AM","Urucará",1304302,"urucara",NA,0,2020,16130,2019,303913891,6202845,297711046,168138272,10470381,35512416,83589977,NA,NA,0
